"key","English (en)","Spanish (es)","Status"
"wc.fungibleAmount","Fungible Amount","Importe fungible","translated"
"wc.index","Index","Índice","stable-term"
"wc.inputs","Inputs ({count})","Entradas ({count})","translated"
"wc.invalidLockingBytecode","Invalid locking bytecode","Código de bloqueo no válido","translated"
"wc.invalidQr","Not a valid WalletConnect URI.","No es una URI de WalletConnect válida.","translated"
"wc.messageApprovedBody","Approved the WalletConnect message request.","Se aprobó la solicitud de mensaje de WalletConnect.","translated"
"wc.messageFailedBody","Failed to sign WalletConnect message request.","No se pudo firmar la solicitud de mensaje de WalletConnect.","translated"
"wc.messageFailedTitle","WalletConnect message failed","Falló el mensaje de WalletConnect","translated"
"wc.messageRejectedBody","Rejected the WalletConnect message request.","Se rechazó la solicitud de mensaje de WalletConnect.","translated"
"wc.messageRejectedTitle","WalletConnect message rejected","Mensaje de WalletConnect rechazado","translated"
"wc.messageRejectFailedBody","Failed to reject WalletConnect message request.","No se pudo rechazar la solicitud de mensaje de WalletConnect.","translated"
"wc.messageSignedBody","Approved request from {name}.","Solicitud aprobada de {name}.","translated"
"wc.messageSignedTitle","WalletConnect message signed","Mensaje de WalletConnect firmado","translated"
"wc.messageToSign","Message to Sign","Mensaje que se firmará","translated"
"wc.nftCapability","NFT Capability","Capacidad del NFT","translated"
"wc.nftCommitment","NFT Commitment","Compromiso del NFT","translated"
"wc.no","No","No","needs-review"
"wc.noActiveSessions","No active WalletConnect sessions yet.","Aún no hay sesiones activas de WalletConnect.","translated"
"wc.noQr","No QR code detected. Try again.","No se detectó ningún código QR. Inténtalo de nuevo.","translated"
"wc.noSessions","No active sessions.","No hay sesiones activas.","translated"
"wc.opReturnOutput","OP_RETURN Output","Salida OP_RETURN","translated"
"wc.outputs","Outputs ({count})","Salidas ({count})","translated"
"wc.pairingStarted","WalletConnect pairing started.","Se inició la conexión de WalletConnect.","translated"
"wc.pairingSuccessful","WalletConnect pairing successful via QR.","Conexión de WalletConnect correcta mediante QR.","translated"
"wc.prompt","Prompt","Solicitud","translated"
"wc.reject","Reject","Rechazar","translated"
"wc.rejectedBody","Rejected the session request from {name}.","Se rechazó la solicitud de sesión de {name}.","translated"
"wc.rejectedTitle","WalletConnect session rejected","Sesión de WalletConnect rechazada","translated"
"wc.rejectionFailedBody","Failed to reject the session request from {name}.","No se pudo rechazar la solicitud de sesión de {name}.","translated"
"wc.rejectionFailedTitle","WalletConnect rejection failed","Falló el rechazo de WalletConnect","translated"
"wc.rejectionSentBody","Sent the rejection response to the dApp.","Se envió la respuesta de rechazo a la dApp.","translated"
"wc.rejectionStaleBody","The dApp disconnected before the rejection response could be delivered.","La dApp se desconectó antes de poder entregar la respuesta de rechazo.","translated"
"wc.requestExpiredBody","The dApp request expired before it could be completed.","La solicitud de la dApp expiró antes de poder completarse.","translated"
"wc.requestExpiredTitle","WalletConnect request expired","La solicitud de WalletConnect expiró","translated"
"wc.scanFailed","WalletConnect scan failed.","Falló el escaneo de WalletConnect.","translated"
"wc.scanQr","Scan QR","Escanear QR","translated"
"wc.sessionDisconnectedBody","A WalletConnect session was disconnected remotely.","Una sesión de WalletConnect se desconectó de forma remota.","translated"
"wc.sessionDisconnectedFrom","Disconnected from {name}.","Desconectado de {name}.","translated"
"wc.sessionDisconnectedTitle","WalletConnect session disconnected","Sesión de WalletConnect desconectada","translated"
"wc.sessionRequestExpiredBody","The WalletConnect session request timed out before approval.","La solicitud de sesión de WalletConnect expiró antes de ser aprobada.","translated"
"wc.sessionRequestExpiredTitle","WalletConnect session request expired","La solicitud de sesión de WalletConnect expiró","translated"
"wc.sessionRequestFrom","Session request from {name}.","Solicitud de sesión de {name}.","translated"
"wc.sessionRequestGeneric","A dApp requested a WalletConnect session.","Una dApp solicitó una sesión de WalletConnect.","translated"
"wc.sessionRequestTitle","WalletConnect session request","Solicitud de sesión de WalletConnect","translated"
"wc.settings","Settings","Configuración","translated"
"wc.sign","Sign","Firmar","translated"
"wc.signMessageRequest","Sign Message Request","Solicitud para firmar mensaje","translated"
"wc.signTransactionRequest","Sign Transaction Request","Solicitud para firmar transacción","translated"
"wc.tokenCategory","Token Category","Categoría del token","translated"
"wc.totalInput","Total Input","Entrada total","translated"
"wc.totalOutput","Total Output","Salida total","translated"
"wc.transactionApprovedTitle","WalletConnect transaction approved","Transacción de WalletConnect aprobada","translated"
"wc.transactionFailedBody","Failed to sign WalletConnect transaction request: {message}","No se pudo firmar la solicitud de transacción de WalletConnect: {message}","translated"
"wc.transactionFailedTitle","WalletConnect transaction failed","Falló la transacción de WalletConnect","translated"
"wc.transactionRejectedTitle","WalletConnect transaction rejected","Transacción de WalletConnect rechazada","translated"
"wc.transactionRejectionFailedBody","Failed to reject WalletConnect transaction request: {message}","No se pudo rechazar la solicitud de transacción de WalletConnect: {message}","translated"
"wc.transactionResponseSentBody","Sent the WalletConnect transaction response.","Se envió la respuesta de la transacción de WalletConnect.","translated"
"wc.transactionSentBody","Sent the transaction response to {name}.","Se envió la respuesta de la transacción a {name}.","translated"
"wc.transactionStaleBody","The dApp disconnected before the transaction response could be delivered.","La dApp se desconectó antes de poder entregar la respuesta de la transacción.","translated"
"wc.txid","TXID","TXID","stable-term"
"wc.unknownDapp","Unknown dApp","dApp desconocida","translated"
"wc.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","Esta solicitud usa una representación de transacción no compatible con la integración actual de OPTN Wallet.","translated"
"wc.validUri","Please provide a valid WalletConnect URI.","Introduce una URI de WalletConnect válida.","translated"
"wc.waitingForSync","Waiting for sync","Esperando sincronización","translated"
"wc.waitPrevious","Wait for the previous outgoing transaction to sync first","Espera a que se sincronice la transacción saliente anterior","translated"
"wc.working","Working…","Trabajando…","translated"
"wc.yes","Yes","Sí","translated"
"wizard.activeSessions","Active WizardConnect Sessions","Sesiones activas de WizardConnect","translated"
"wizard.address","Address","Dirección","translated"
"wizard.approve","Approve WizardConnect","Aprobar WizardConnect","translated"
"wizard.approved","WizardConnect transaction approved and sent.","Transacción de WizardConnect aprobada y enviada.","translated"
"wizard.approveFailed","WizardConnect transaction failed: {message}","Falló la transacción de WizardConnect: {message}","translated"
"wizard.broadcast","Broadcast","Transmisión","translated"
"wizard.cancel","Cancel","Cancelar","translated"
"wizard.close","Close","Cerrar","translated"
"wizard.connect","Connect","Conectar","translated"
"wizard.connectedOn","Connected On","Conectado el","translated"
"wizard.connecting","Connecting…","Conectando…","translated"
"wizard.connectionUri","Connection URI","URI de conexión","translated"
"wizard.connectQuestion","Connect this wallet to the following WizardConnect request?","¿Conectar esta billetera a la siguiente solicitud de WizardConnect?","translated"
"wizard.dapp","DApp","dApp","stable-term"
"wizard.disconnect","Disconnect","Desconectar","translated"
"wizard.enterUri","Enter WizardConnect URI","Introduce la URI de WizardConnect","translated"
"wizard.errorPrefix","Error: {message}","Error: {message}","needs-review"
"wizard.estimatedFee","Estimated Fee","Comisión estimada","translated"
"wizard.fungibleAmount","Fungible Amount","Importe fungible","translated"
"wizard.index","Index","Índice","stable-term"
"wizard.invalidQr","Not a valid WizardConnect QR code.","No es un código QR de WizardConnect válido.","translated"
"wizard.no","No","No","needs-review"
"wizard.noActiveSessions","No active WizardConnect sessions yet.","Aún no hay sesiones activas de WizardConnect.","translated"
"wizard.noQr","No QR code detected. Try again.","No se detectó ningún código QR. Inténtalo de nuevo.","translated"
"wizard.noWallet","No active wallet is available for WizardConnect.","No hay una billetera activa disponible para WizardConnect.","translated"
"wizard.opReturnOutput","OP_RETURN Output","Salida OP_RETURN","translated"
"wizard.pairingStarted","WizardConnect pairing started.","Se inició la conexión de WizardConnect.","translated"
"wizard.prompt","Prompt","Solicitud","translated"
"wizard.rejected","WizardConnect transaction rejected.","Transacción de WizardConnect rechazada.","translated"
"wizard.rejectFailed","WizardConnect rejection failed: {message}","Falló el rechazo de WizardConnect: {message}","translated"
"wizard.scanFailed","WizardConnect scan failed.","Falló el escaneo de WizardConnect.","translated"
"wizard.sessionDisconnectedOrExpired","A WizardConnect session disconnected or expired on the dApp side.","Una sesión de WizardConnect se desconectó o expiró en el lado de la dApp.","translated"
"wizard.settings","Settings","Configuración","translated"
