"key","English (en)","Japanese (ja)","Status"
"wc.scanQr","Scan QR","QR をスキャン","translated"
"wc.sessionDisconnectedBody","A WalletConnect session was disconnected remotely.","WalletConnect セッションがリモートから切断されました。","translated"
"wc.sessionDisconnectedFrom","Disconnected from {name}.","{name} との接続を解除しました。","translated"
"wc.sessionDisconnectedTitle","WalletConnect session disconnected","WalletConnect セッションの接続を解除しました","translated"
"wc.sessionRequestExpiredBody","The WalletConnect session request timed out before approval.","承認前に WalletConnect セッションリクエストがタイムアウトしました。","translated"
"wc.sessionRequestExpiredTitle","WalletConnect session request expired","WalletConnect セッションリクエストの期限切れ","translated"
"wc.sessionRequestFrom","Session request from {name}.","{name} からのセッションリクエスト。","translated"
"wc.sessionRequestGeneric","A dApp requested a WalletConnect session.","dApp が WalletConnect セッションをリクエストしました。","translated"
"wc.sessionRequestTitle","WalletConnect session request","WalletConnect セッションリクエスト","translated"
"wc.settings","Settings","設定","translated"
"wc.sign","Sign","署名","translated"
"wc.signMessageRequest","Sign Message Request","メッセージ署名リクエスト","translated"
"wc.signTransactionRequest","Sign Transaction Request","トランザクション署名リクエスト","translated"
"wc.tokenCategory","Token Category","トークンカテゴリ","translated"
"wc.totalInput","Total Input","入力合計","translated"
"wc.totalOutput","Total Output","出力合計","translated"
"wc.transactionApprovedTitle","WalletConnect transaction approved","WalletConnect トランザクションを承認しました","translated"
"wc.transactionFailedBody","Failed to sign WalletConnect transaction request: {message}","WalletConnect トランザクションリクエストに署名できませんでした：{message}","translated"
"wc.transactionFailedTitle","WalletConnect transaction failed","WalletConnect トランザクションに失敗しました","translated"
"wc.transactionRejectedTitle","WalletConnect transaction rejected","WalletConnect トランザクションを拒否しました","translated"
"wc.transactionRejectionFailedBody","Failed to reject WalletConnect transaction request: {message}","WalletConnect トランザクションリクエストを拒否できませんでした：{message}","translated"
"wc.transactionResponseSentBody","Sent the WalletConnect transaction response.","WalletConnect トランザクション応答を送信しました。","translated"
"wc.transactionSentBody","Sent the transaction response to {name}.","{name} にトランザクション応答を送信しました。","translated"
"wc.transactionStaleBody","The dApp disconnected before the transaction response could be delivered.","トランザクション応答を届ける前に dApp の接続が解除されました。","translated"
"wc.txid","TXID","TXID","stable-term"
"wc.unknownDapp","Unknown dApp","不明な dApp","translated"
"wc.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","このリクエストは現在の OPTN Wallet 連携でサポートされないトランザクション表現を使用しています。","translated"
"wc.validUri","Please provide a valid WalletConnect URI.","有効な WalletConnect URI を入力してください。","translated"
"wc.waitingForSync","Waiting for sync","同期を待っています","translated"
"wc.waitPrevious","Wait for the previous outgoing transaction to sync first","前の送信トランザクションの同期を待ってください","translated"
"wc.working","Working…","処理中…","translated"
"wc.yes","Yes","はい","translated"
"wizard.activeSessions","Active WizardConnect Sessions","有効な WizardConnect セッション","translated"
"wizard.address","Address","アドレス","translated"
"wizard.approve","Approve WizardConnect","WizardConnect を承認","translated"
"wizard.approved","WizardConnect transaction approved and sent.","WizardConnect トランザクションを承認して送信しました。","translated"
"wizard.approveFailed","WizardConnect transaction failed: {message}","WizardConnect トランザクションに失敗しました：{message}","translated"
"wizard.broadcast","Broadcast","ブロードキャスト","translated"
"wizard.cancel","Cancel","キャンセル","translated"
"wizard.close","Close","閉じる","translated"
"wizard.connect","Connect","接続","translated"
"wizard.connectedOn","Connected On","接続日時","translated"
"wizard.connecting","Connecting…","接続中…","translated"
"wizard.connectionUri","Connection URI","接続 URI","translated"
"wizard.connectQuestion","Connect this wallet to the following WizardConnect request?","このウォレットを次の WizardConnect リクエストに接続しますか？","translated"
"wizard.dapp","DApp","dApp","stable-term"
"wizard.disconnect","Disconnect","接続を解除","translated"
"wizard.enterUri","Enter WizardConnect URI","WizardConnect URI を入力","translated"
"wizard.errorPrefix","Error: {message}","エラー：{message}","translated"
"wizard.estimatedFee","Estimated Fee","推定手数料","translated"
"wizard.fungibleAmount","Fungible Amount","代替可能数量","translated"
"wizard.index","Index","インデックス","stable-term"
"wizard.invalidQr","Not a valid WizardConnect QR code.","有効な WizardConnect QR ではありません。","translated"
"wizard.no","No","いいえ","translated"
"wizard.noActiveSessions","No active WizardConnect sessions yet.","有効な WizardConnect セッションはまだありません。","translated"
"wizard.noQr","No QR code detected. Try again.","QR コードを検出できません。もう一度お試しください。","translated"
"wizard.noWallet","No active wallet is available for WizardConnect.","WizardConnect に利用できる有効なウォレットがありません。","translated"
"wizard.opReturnOutput","OP_RETURN Output","OP_RETURN 出力","translated"
"wizard.pairingStarted","WizardConnect pairing started.","WizardConnect のペアリングを開始しました。","translated"
"wizard.prompt","Prompt","リクエスト","translated"
"wizard.rejected","WizardConnect transaction rejected.","WizardConnect トランザクションを拒否しました。","translated"
"wizard.rejectFailed","WizardConnect rejection failed: {message}","WizardConnect の拒否に失敗しました：{message}","translated"
"wizard.scanFailed","WizardConnect scan failed.","WizardConnect のスキャンに失敗しました。","translated"
"wizard.sessionDisconnectedOrExpired","A WizardConnect session disconnected or expired on the dApp side.","dApp 側で WizardConnect セッションの接続が解除されたか、期限が切れました。","translated"
