"key","English (en)","Korean (ko)","Status"
"wc.messageApprovedBody","Approved the WalletConnect message request.","WalletConnect 메시지 요청을 승인했습니다.","translated"
"wc.messageFailedBody","Failed to sign WalletConnect message request.","WalletConnect 메시지 요청에 서명하지 못했습니다.","translated"
"wc.messageFailedTitle","WalletConnect message failed","WalletConnect 메시지 실패","translated"
"wc.messageRejectedBody","Rejected the WalletConnect message request.","WalletConnect 메시지 요청을 거부했습니다.","translated"
"wc.messageRejectedTitle","WalletConnect message rejected","WalletConnect 메시지 거부됨","translated"
"wc.messageRejectFailedBody","Failed to reject WalletConnect message request.","WalletConnect 메시지 요청을 거부하지 못했습니다.","translated"
"wc.messageSignedBody","Approved request from {name}.","{name}의 요청을 승인했습니다.","translated"
"wc.messageSignedTitle","WalletConnect message signed","WalletConnect 메시지 서명됨","translated"
"wc.messageToSign","Message to Sign","서명할 메시지","translated"
"wc.nftCapability","NFT Capability","NFT 기능","translated"
"wc.nftCommitment","NFT Commitment","NFT 커밋먼트","translated"
"wc.no","No","아니요","translated"
"wc.noActiveSessions","No active WalletConnect sessions yet.","활성 WalletConnect 세션이 아직 없습니다.","translated"
"wc.noQr","No QR code detected. Try again.","QR 코드를 감지하지 못했습니다. 다시 시도하세요.","translated"
"wc.noSessions","No active sessions.","활성 세션이 없습니다.","translated"
"wc.opReturnOutput","OP_RETURN Output","OP_RETURN 출력","translated"
"wc.outputs","Outputs ({count})","출력({count})","translated"
"wc.pairingStarted","WalletConnect pairing started.","WalletConnect 페어링을 시작했습니다.","translated"
"wc.pairingSuccessful","WalletConnect pairing successful via QR.","QR을 통한 WalletConnect 페어링이 완료되었습니다.","translated"
"wc.prompt","Prompt","요청","translated"
"wc.reject","Reject","거부","translated"
"wc.rejectedBody","Rejected the session request from {name}.","{name}의 세션 요청을 거부했습니다.","translated"
"wc.rejectedTitle","WalletConnect session rejected","WalletConnect 세션 거부됨","translated"
"wc.rejectionFailedBody","Failed to reject the session request from {name}.","{name}의 세션 요청을 거부하지 못했습니다.","translated"
"wc.rejectionFailedTitle","WalletConnect rejection failed","WalletConnect 거부 실패","translated"
"wc.rejectionSentBody","Sent the rejection response to the dApp.","거부 응답을 dApp에 보냈습니다.","translated"
"wc.rejectionStaleBody","The dApp disconnected before the rejection response could be delivered.","거부 응답을 전달하기 전에 dApp 연결이 해제되었습니다.","translated"
"wc.requestExpiredBody","The dApp request expired before it could be completed.","완료되기 전에 dApp 요청 시간이 만료되었습니다.","translated"
"wc.requestExpiredTitle","WalletConnect request expired","WalletConnect 요청 만료","translated"
"wc.scanFailed","WalletConnect scan failed.","WalletConnect 스캔 실패","translated"
"wc.scanQr","Scan QR","QR 스캔","translated"
"wc.sessionDisconnectedBody","A WalletConnect session was disconnected remotely.","WalletConnect 세션의 원격 연결이 해제되었습니다.","translated"
"wc.sessionDisconnectedFrom","Disconnected from {name}.","{name}에서 연결을 해제했습니다.","translated"
"wc.sessionDisconnectedTitle","WalletConnect session disconnected","WalletConnect 세션 연결 해제됨","translated"
"wc.sessionRequestExpiredBody","The WalletConnect session request timed out before approval.","승인 전에 WalletConnect 세션 요청 시간이 만료되었습니다.","translated"
"wc.sessionRequestExpiredTitle","WalletConnect session request expired","WalletConnect 세션 요청 만료","translated"
"wc.sessionRequestFrom","Session request from {name}.","{name}의 세션 요청","translated"
"wc.sessionRequestGeneric","A dApp requested a WalletConnect session.","dApp이 WalletConnect 세션을 요청했습니다.","translated"
"wc.sessionRequestTitle","WalletConnect session request","WalletConnect 세션 요청","translated"
"wc.settings","Settings","설정","translated"
"wc.sign","Sign","서명","translated"
"wc.signMessageRequest","Sign Message Request","메시지 서명 요청","translated"
"wc.signTransactionRequest","Sign Transaction Request","트랜잭션 서명 요청","translated"
"wc.tokenCategory","Token Category","토큰 카테고리","translated"
"wc.totalInput","Total Input","총 입력","translated"
"wc.totalOutput","Total Output","총 출력","translated"
"wc.transactionApprovedTitle","WalletConnect transaction approved","WalletConnect 트랜잭션 승인됨","translated"
"wc.transactionFailedBody","Failed to sign WalletConnect transaction request: {message}","WalletConnect 트랜잭션 요청에 서명하지 못했습니다: {message}","translated"
"wc.transactionFailedTitle","WalletConnect transaction failed","WalletConnect 트랜잭션 실패","translated"
"wc.transactionRejectedTitle","WalletConnect transaction rejected","WalletConnect 트랜잭션 거부됨","translated"
"wc.transactionRejectionFailedBody","Failed to reject WalletConnect transaction request: {message}","WalletConnect 트랜잭션 요청을 거부하지 못했습니다: {message}","translated"
"wc.transactionResponseSentBody","Sent the WalletConnect transaction response.","WalletConnect 트랜잭션 응답을 보냈습니다.","translated"
"wc.transactionSentBody","Sent the transaction response to {name}.","{name}에 트랜잭션 응답을 보냈습니다.","translated"
"wc.transactionStaleBody","The dApp disconnected before the transaction response could be delivered.","트랜잭션 응답을 전달하기 전에 dApp 연결이 해제되었습니다.","translated"
"wc.txid","TXID","TXID","stable-term"
"wc.unknownDapp","Unknown dApp","알 수 없는 dApp","translated"
"wc.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","현재 OPTN Wallet 통합에서 지원하지 않는 트랜잭션 표현을 사용하는 요청입니다.","translated"
"wc.validUri","Please provide a valid WalletConnect URI.","유효한 WalletConnect URI를 입력하세요.","translated"
"wc.waitingForSync","Waiting for sync","동기화 대기 중","translated"
"wc.waitPrevious","Wait for the previous outgoing transaction to sync first","이전 출금 트랜잭션이 먼저 동기화될 때까지 기다리세요","translated"
"wc.working","Working…","처리 중…","translated"
"wc.yes","Yes","예","translated"
"wizard.activeSessions","Active WizardConnect Sessions","활성 WizardConnect 세션","translated"
"wizard.address","Address","주소","translated"
"wizard.approve","Approve WizardConnect","WizardConnect 승인","translated"
"wizard.approved","WizardConnect transaction approved and sent.","WizardConnect 트랜잭션을 승인하고 전송했습니다.","translated"
"wizard.approveFailed","WizardConnect transaction failed: {message}","WizardConnect 트랜잭션 실패: {message}","translated"
"wizard.broadcast","Broadcast","브로드캐스트","translated"
"wizard.cancel","Cancel","취소","translated"
"wizard.close","Close","닫기","translated"
"wizard.connect","Connect","연결","translated"
"wizard.connectedOn","Connected On","연결 시간","translated"
"wizard.connecting","Connecting…","연결 중…","translated"
"wizard.connectionUri","Connection URI","연결 URI","translated"
"wizard.connectQuestion","Connect this wallet to the following WizardConnect request?","이 지갑을 다음 WizardConnect 요청에 연결할까요?","translated"
"wizard.dapp","DApp","dApp","stable-term"
"wizard.disconnect","Disconnect","연결 해제","translated"
"wizard.enterUri","Enter WizardConnect URI","WizardConnect URI 입력","translated"
"wizard.errorPrefix","Error: {message}","오류: {message}","translated"
"wizard.estimatedFee","Estimated Fee","예상 수수료","translated"
"wizard.fungibleAmount","Fungible Amount","대체 가능 수량","translated"
"wizard.index","Index","인덱스","stable-term"
"wizard.invalidQr","Not a valid WizardConnect QR code.","유효한 WizardConnect QR이 아닙니다.","translated"
"wizard.no","No","아니요","translated"
"wizard.noActiveSessions","No active WizardConnect sessions yet.","활성 WizardConnect 세션이 아직 없습니다.","translated"
"wizard.noQr","No QR code detected. Try again.","QR 코드를 감지하지 못했습니다. 다시 시도하세요.","translated"
"wizard.noWallet","No active wallet is available for WizardConnect.","WizardConnect에 사용할 활성 지갑이 없습니다.","translated"
"wizard.opReturnOutput","OP_RETURN Output","OP_RETURN 출력","translated"
"wizard.pairingStarted","WizardConnect pairing started.","WizardConnect 페어링을 시작했습니다.","translated"
"wizard.prompt","Prompt","요청","translated"
"wizard.rejected","WizardConnect transaction rejected.","WizardConnect 트랜잭션을 거부했습니다.","translated"
"wizard.rejectFailed","WizardConnect rejection failed: {message}","WizardConnect 거부 실패: {message}","translated"
"wizard.scanFailed","WizardConnect scan failed.","WizardConnect 스캔 실패","translated"
"wizard.sessionDisconnectedOrExpired","A WizardConnect session disconnected or expired on the dApp side.","dApp 측에서 WizardConnect 세션 연결이 해제되었거나 만료되었습니다.","translated"
"wizard.settings","Settings","설정","translated"
"wizard.sign","Sign","서명","translated"
"wizard.signRequest","WizardConnect Sign Request","WizardConnect 서명 요청","translated"
"wizard.status","Status","상태","stable-term"
"wizard.tokenCategory","Token Category","토큰 카테고리","translated"
"wizard.totalInput","Total Input","총 입력","translated"
"wizard.totalOutput","Total Output","총 출력","translated"
"wizard.txid","TXID","TXID","stable-term"
"wizard.unknownDapp","Unknown dApp","알 수 없는 dApp","translated"
"wizard.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","현재 OPTN Wallet 통합에서 지원하지 않는 트랜잭션 표현을 사용하는 요청입니다.","translated"
"wizard.validUri","Please provide a valid WizardConnect URI.","유효한 WizardConnect URI를 입력하세요.","translated"
"wizard.yes","Yes","예","translated"
