"key","English (en)","French (fr)","Status"
"wc.invalidLockingBytecode","Invalid locking bytecode","Bytecode de verrouillage invalide","translated"
"wc.invalidQr","Not a valid WalletConnect URI.","URI WalletConnect invalide.","translated"
"wc.messageApprovedBody","Approved the WalletConnect message request.","Demande de message WalletConnect approuvée.","translated"
"wc.messageFailedBody","Failed to sign WalletConnect message request.","Impossible de signer la demande de message WalletConnect.","translated"
"wc.messageFailedTitle","WalletConnect message failed","Échec du message WalletConnect","translated"
"wc.messageRejectedBody","Rejected the WalletConnect message request.","Demande de message WalletConnect refusée.","translated"
"wc.messageRejectedTitle","WalletConnect message rejected","Message WalletConnect refusé","translated"
"wc.messageRejectFailedBody","Failed to reject WalletConnect message request.","Impossible de refuser la demande de message WalletConnect.","translated"
"wc.messageSignedBody","Approved request from {name}.","Demande de {name} approuvée.","translated"
"wc.messageSignedTitle","WalletConnect message signed","Message WalletConnect signé","translated"
"wc.messageToSign","Message to Sign","Message à signer","translated"
"wc.nftCapability","NFT Capability","Capacité du NFT","translated"
"wc.nftCommitment","NFT Commitment","Engagement NFT","translated"
"wc.no","No","Non","translated"
"wc.noActiveSessions","No active WalletConnect sessions yet.","Aucune session WalletConnect active pour le moment.","translated"
"wc.noQr","No QR code detected. Try again.","Aucun QR détecté. Réessayez.","translated"
"wc.noSessions","No active sessions.","Aucune session active.","translated"
"wc.opReturnOutput","OP_RETURN Output","Sortie OP_RETURN","translated"
"wc.outputs","Outputs ({count})","Sorties ({count})","translated"
"wc.pairingStarted","WalletConnect pairing started.","Appairage WalletConnect commencé.","translated"
"wc.pairingSuccessful","WalletConnect pairing successful via QR.","Appairage WalletConnect réussi via QR.","translated"
"wc.prompt","Prompt","Demande","translated"
"wc.reject","Reject","Refuser","translated"
"wc.rejectedBody","Rejected the session request from {name}.","Demande de session de {name} refusée.","translated"
"wc.rejectedTitle","WalletConnect session rejected","Session WalletConnect refusée","translated"
"wc.rejectionFailedBody","Failed to reject the session request from {name}.","Impossible de refuser la demande de session de {name}.","translated"
"wc.rejectionFailedTitle","WalletConnect rejection failed","Échec du refus WalletConnect","translated"
"wc.rejectionSentBody","Sent the rejection response to the dApp.","Réponse de refus envoyée au dApp.","translated"
"wc.rejectionStaleBody","The dApp disconnected before the rejection response could be delivered.","Le dApp s’est déconnecté avant la livraison de la réponse de refus.","translated"
"wc.requestExpiredBody","The dApp request expired before it could be completed.","La demande du dApp a expiré avant son achèvement.","translated"
"wc.requestExpiredTitle","WalletConnect request expired","Demande WalletConnect expirée","translated"
"wc.scanFailed","WalletConnect scan failed.","Échec du scan WalletConnect.","translated"
"wc.scanQr","Scan QR","Scanner un QR","translated"
"wc.sessionDisconnectedBody","A WalletConnect session was disconnected remotely.","Une session WalletConnect a été déconnectée à distance.","translated"
"wc.sessionDisconnectedFrom","Disconnected from {name}.","Déconnecté de {name}.","translated"
"wc.sessionDisconnectedTitle","WalletConnect session disconnected","Session WalletConnect déconnectée","translated"
"wc.sessionRequestExpiredBody","The WalletConnect session request timed out before approval.","La demande de session WalletConnect a expiré avant son approbation.","translated"
"wc.sessionRequestExpiredTitle","WalletConnect session request expired","Demande de session WalletConnect expirée","translated"
"wc.sessionRequestFrom","Session request from {name}.","Demande de session de {name}.","translated"
"wc.sessionRequestGeneric","A dApp requested a WalletConnect session.","Un dApp a demandé une session WalletConnect.","translated"
"wc.sessionRequestTitle","WalletConnect session request","Demande de session WalletConnect","translated"
"wc.settings","Settings","Paramètres","translated"
"wc.sign","Sign","Signer","translated"
"wc.signMessageRequest","Sign Message Request","Demande de signature de message","translated"
"wc.signTransactionRequest","Sign Transaction Request","Demande de signature de transaction","translated"
"wc.tokenCategory","Token Category","Catégorie du token","translated"
"wc.totalInput","Total Input","Entrée totale","translated"
"wc.totalOutput","Total Output","Sortie totale","translated"
"wc.transactionApprovedTitle","WalletConnect transaction approved","Transaction WalletConnect approuvée","translated"
"wc.transactionFailedBody","Failed to sign WalletConnect transaction request: {message}","Impossible de signer la demande de transaction WalletConnect : {message}","translated"
"wc.transactionFailedTitle","WalletConnect transaction failed","Échec de la transaction WalletConnect","translated"
"wc.transactionRejectedTitle","WalletConnect transaction rejected","Transaction WalletConnect refusée","translated"
"wc.transactionRejectionFailedBody","Failed to reject WalletConnect transaction request: {message}","Impossible de refuser la demande de transaction WalletConnect : {message}","translated"
"wc.transactionResponseSentBody","Sent the WalletConnect transaction response.","Réponse de transaction WalletConnect envoyée.","translated"
"wc.transactionSentBody","Sent the transaction response to {name}.","Réponse de transaction envoyée à {name}.","translated"
"wc.transactionStaleBody","The dApp disconnected before the transaction response could be delivered.","Le dApp s’est déconnecté avant la livraison de la réponse de transaction.","translated"
"wc.txid","TXID","TXID","stable-term"
"wc.unknownDapp","Unknown dApp","dApp inconnu","translated"
"wc.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","Cette demande utilise une représentation de transaction non prise en charge par l’intégration OPTN Wallet actuelle.","translated"
"wc.validUri","Please provide a valid WalletConnect URI.","Veuillez fournir une URI WalletConnect valide.","translated"
"wc.waitingForSync","Waiting for sync","Synchronisation en attente","translated"
"wc.waitPrevious","Wait for the previous outgoing transaction to sync first","Attendez d’abord la synchronisation de la transaction sortante précédente","translated"
"wc.working","Working…","Traitement…","translated"
"wc.yes","Yes","Oui","translated"
"wizard.activeSessions","Active WizardConnect Sessions","Sessions WizardConnect actives","translated"
"wizard.address","Address","Adresse","translated"
"wizard.approve","Approve WizardConnect","Approuver WizardConnect","translated"
"wizard.approved","WizardConnect transaction approved and sent.","Transaction WizardConnect approuvée et envoyée.","translated"
"wizard.approveFailed","WizardConnect transaction failed: {message}","Échec de la transaction WizardConnect : {message}","translated"
"wizard.broadcast","Broadcast","Diffuser","translated"
"wizard.cancel","Cancel","Annuler","translated"
"wizard.close","Close","Fermer","translated"
"wizard.connect","Connect","Connecter","translated"
"wizard.connectedOn","Connected On","Connecté le","translated"
"wizard.connecting","Connecting…","Connexion…","translated"
"wizard.connectionUri","Connection URI","URI de connexion","translated"
"wizard.connectQuestion","Connect this wallet to the following WizardConnect request?","Connecter ce portefeuille à la demande WizardConnect suivante ?","translated"
"wizard.dapp","DApp","dApp","stable-term"
"wizard.disconnect","Disconnect","Déconnecter","translated"
"wizard.enterUri","Enter WizardConnect URI","Saisir l’URI WizardConnect","translated"
"wizard.errorPrefix","Error: {message}","Erreur : {message}","translated"
"wizard.estimatedFee","Estimated Fee","Frais estimés","translated"
"wizard.fungibleAmount","Fungible Amount","Montant fongible","translated"
"wizard.index","Index","Index","stable-term"
"wizard.invalidQr","Not a valid WizardConnect QR code.","QR WizardConnect invalide.","translated"
"wizard.no","No","Non","translated"
"wizard.noActiveSessions","No active WizardConnect sessions yet.","Aucune session WizardConnect active pour le moment.","translated"
"wizard.noQr","No QR code detected. Try again.","Aucun QR détecté. Réessayez.","translated"
"wizard.noWallet","No active wallet is available for WizardConnect.","Aucun portefeuille actif n’est disponible pour WizardConnect.","translated"
"wizard.opReturnOutput","OP_RETURN Output","Sortie OP_RETURN","translated"
"wizard.pairingStarted","WizardConnect pairing started.","Appairage WizardConnect commencé.","translated"
"wizard.prompt","Prompt","Demande","translated"
"wizard.rejected","WizardConnect transaction rejected.","Transaction WizardConnect refusée.","translated"
"wizard.rejectFailed","WizardConnect rejection failed: {message}","Échec du refus WizardConnect : {message}","translated"
"wizard.scanFailed","WizardConnect scan failed.","Échec du scan WizardConnect.","translated"
"wizard.sessionDisconnectedOrExpired","A WizardConnect session disconnected or expired on the dApp side.","Une session WizardConnect s’est déconnectée ou a expiré côté dApp.","translated"
"wizard.settings","Settings","Paramètres","translated"
"wizard.sign","Sign","Signer","translated"
"wizard.signRequest","WizardConnect Sign Request","Demande de signature WizardConnect","translated"
"wizard.status","Status","État","stable-term"
"wizard.tokenCategory","Token Category","Catégorie du token","translated"
